probe_id	n_genes	gene_ids	gene_names	cigars	transcript_ids	transcript_types
ENSG00000196136|SERPINA3|919e32a	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3,SERPINA3]	[=40,=40,=40,=40,=40]	[ENST00000393078.5,ENST00000467132.5,ENST00000553947.1,ENST00000393080.8,ENST00000482740.2]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding]
ENSG00000196136|SERPINA3|c7f9b59	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3,SERPINA3]	[=40,=40,=40,=40,=40]	[ENST00000393078.5,ENST00000467132.5,ENST00000553947.1,ENST00000393080.8,ENST00000482740.2]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding]
ENSG00000196136|SERPINA3|0b7c844	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3,SERPINA3]	[=40,=40,=40,=40,=40]	[ENST00000393078.5,ENST00000467132.5,ENST00000553947.1,ENST00000393080.8,ENST00000482740.2]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding]
ENSG00000196136|SERPINA3|7786358	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3]	[=40,=40,=40,=40]	[ENST00000467132.5,ENST00000393080.8,ENST00000553947.1,ENST00000393078.5]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding]
ENSG00000196136|SERPINA3|9af3bba	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000482740.2]	[protein_coding]
ENSG00000196136|SERPINA3|21c1bae	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3]	[=40,=40,=40,=40]	[ENST00000467132.5,ENST00000393080.8,ENST00000553947.1,ENST00000393078.5]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding]
ENSG00000196136|SERPINA3|1ecb615	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000482740.2]	[protein_coding]
ENSG00000196136|SERPINA3|141f30a	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3]	[=40,=40,=40,=40]	[ENST00000467132.5,ENST00000393080.8,ENST00000553947.1,ENST00000393078.5]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding]
ENSG00000196136|SERPINA3|9b6cbb2	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000482740.2]	[protein_coding]
ENSG00000196136|SERPINA3|3a4b92d	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3]	[=40,=40,=40,=40]	[ENST00000467132.5,ENST00000393080.8,ENST00000553947.1,ENST00000393078.5]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding]
ENSG00000196136|SERPINA3|5cd3d73	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000482740.2]	[protein_coding]
ENSG00000196136|SERPINA3|830a0ca	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3]	[=40,=40,=40,=40]	[ENST00000467132.5,ENST00000393080.8,ENST00000553947.1,ENST00000393078.5]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding]
ENSG00000196136|SERPINA3|2e4d160	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000482740.2]	[protein_coding]
ENSG00000196136|SERPINA3|50e6f86	2	[ENSG00000196136,ENSG00000196136,ENSG00000273259,ENSG00000196136]	[SERPINA3,SERPINA3,ENSG00000273259,SERPINA3]	[=40,=40,=40,=40]	[ENST00000467132.5,ENST00000393080.8,ENST00000553947.1,ENST00000393078.5]	[protein_coding,protein_coding,nonsense_mediated_decay,protein_coding]
ENSG00000196136|SERPINA3|bc14e7b	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000482740.2]	[protein_coding]
ENSG00000196136|SERPINA3|be3d60e	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000467132.5]	[protein_coding]
ENSG00000196136|SERPINA3|a401123	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000482740.2]	[protein_coding]
ENSG00000196136|SERPINA3|47ec25f	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000467132.5]	[protein_coding]
ENSG00000196136|SERPINA3|cac7f8e	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000467132.5]	[protein_coding]
ENSG00000196136|SERPINA3|c82b52f	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000467132.5]	[protein_coding]
ENSG00000196136|SERPINA3|b678978	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000467132.5]	[protein_coding]
ENSG00000196136|SERPINA3|9fbc34d	1	[ENSG00000196136]	[SERPINA3]	[=40]	[ENST00000467132.5]	[protein_coding]
ENSG00000198851|CD3E|a45785f	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|f98d6f0	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|14290d9	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|89a3597	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|edb51d5	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|cd19b76	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|4e1aed5	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|fbca29b	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|41ea420	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|1a4d534	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|6ef4a44	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000198851|CD3E|71cd4c9	1	[ENSG00000198851,ENSG00000198851]	[CD3E,CD3E]	[=40,=40]	[ENST00000361763.9,ENST00000528600.1]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|e335b18	3	[ENSG00000167306,ENSG00000274680,ENSG00000167306,ENSG00000238245]	[MYO5B,MYO5BP1,MYO5B,MYO5BP2]	[=40,=40,=40,=40]	[ENST00000285039.12,ENST00000610994.1,ENST00000592688.1,ENST00000449815.2]	[protein_coding,processed_pseudogene,protein_coding,processed_pseudogene]
ENSG00000167306|MYO5B|bb1292a	2	[ENSG00000167306,ENSG00000167306,ENSG00000266997]	[MYO5B,MYO5B,ENSG00000266997]	[=40,=40,=40]	[ENST00000592688.1,ENST00000285039.12,ENST00000590532.2]	[protein_coding,protein_coding,nonsense_mediated_decay]
ENSG00000167306|MYO5B|07662ac	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|3ccb437	2	[ENSG00000167306,ENSG00000167306,ENSG00000266997]	[MYO5B,MYO5B,ENSG00000266997]	[=40,=40,=40]	[ENST00000592688.1,ENST00000285039.12,ENST00000590532.2]	[protein_coding,protein_coding,nonsense_mediated_decay]
ENSG00000167306|MYO5B|a1ff3c8	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|f53517d	2	[ENSG00000167306,ENSG00000167306,ENSG00000266997]	[MYO5B,MYO5B,ENSG00000266997]	[=40,=40,=40]	[ENST00000592688.1,ENST00000285039.12,ENST00000590532.2]	[protein_coding,protein_coding,nonsense_mediated_decay]
ENSG00000167306|MYO5B|d3b845a	2	[ENSG00000167306,ENSG00000167306,ENSG00000266997]	[MYO5B,MYO5B,ENSG00000266997]	[=40,=40,=40]	[ENST00000592688.1,ENST00000285039.12,ENST00000590532.2]	[protein_coding,protein_coding,nonsense_mediated_decay]
ENSG00000167306|MYO5B|306983f	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|715ff86	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|ff96b7e	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|abf4d8d	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|a5684fd	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|cf8aefd	3	[ENSG00000167306,ENSG00000274680,ENSG00000167306,ENSG00000238245]	[MYO5B,MYO5BP1,MYO5B,MYO5BP2]	[=40,=40,=40,=40]	[ENST00000285039.12,ENST00000610994.1,ENST00000592688.1,ENST00000449815.2]	[protein_coding,processed_pseudogene,protein_coding,processed_pseudogene]
ENSG00000167306|MYO5B|8faa967	2	[ENSG00000167306,ENSG00000167306,ENSG00000266997]	[MYO5B,MYO5B,ENSG00000266997]	[=40,=40,=40]	[ENST00000592688.1,ENST00000285039.12,ENST00000590532.2]	[protein_coding,protein_coding,nonsense_mediated_decay]
ENSG00000167306|MYO5B|db5352e	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|a0b9649	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|2d74eb6	1	[ENSG00000167306,ENSG00000167306]	[MYO5B,MYO5B]	[=40,=40]	[ENST00000592688.1,ENST00000285039.12]	[protein_coding,protein_coding]
ENSG00000167306|MYO5B|ed19e5e	1	[ENSG00000167306]	[MYO5B]	[=40]	[ENST00000285039.12]	[protein_coding]
ENSG00000167306|MYO5B|3a9a7ee	1	[ENSG00000167306]	[MYO5B]	[=40]	[ENST00000285039.12]	[protein_coding]
ENSG00000167306|MYO5B|5ff9519	1	[ENSG00000167306]	[MYO5B]	[=40]	[ENST00000285039.12]	[protein_coding]
ENSG00000112799|LY86|bd9cc99	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|e793d9a	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|ba75867	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|183a823	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|c21d2f0	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|38e71c5	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|59289bb	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|873b016	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|ffaeacc	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|ba2fb29	1	[ENSG00000112799,ENSG00000112799]	[LY86,LY86]	[=40,=40]	[ENST00000379953.6,ENST00000230568.5]	[protein_coding,protein_coding]
ENSG00000112799|LY86|f65d510	1	[ENSG00000112799]	[LY86]	[=40]	[ENST00000379953.6]	[protein_coding]
ENSG00000112799|LY86|ab1b9aa	1	[ENSG00000112799]	[LY86]	[=40]	[ENST00000379953.6]	[protein_coding]
ENSG00000112799|LY86|97b40fd	1	[ENSG00000112799]	[LY86]	[=40]	[ENST00000379953.6]	[protein_coding]
ENSG00000112799|LY86|218c8b7	1	[ENSG00000112799]	[LY86]	[=40]	[ENST00000379953.6]	[protein_coding]
ENSG00000126353|CCR7|cadb3f2	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|2872cc9	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|355c1df	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|ca9d7f8	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|a7885ea	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|32168bc	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|51a18ee	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|fd15cc5	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|c61a3ca	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|6dab028	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|c46045a	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|7314bc7	1	[ENSG00000126353]	[CCR7]	[=40]	[ENST00000579344.2]	[protein_coding]
ENSG00000126353|CCR7|7ae96b5	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|f8a5790	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000126353|CCR7|0396031	1	[ENSG00000126353,ENSG00000126353]	[CCR7,CCR7]	[=40,=40]	[ENST00000579344.2,ENST00000246657.2]	[protein_coding,protein_coding]
ENSG00000129514|FOXA1|4501f08	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|ae9590e	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|7fd5692	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|e360ec9	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|931c2c3	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|134213c	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|9821c30	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|ab5d516	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|3df467c	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|7da393f	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|d1610d6	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|e324df5	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|5e28e16	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|af56e83	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|f51c4ce	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|c40dab0	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000129514|FOXA1|2e9bb7a	1	[ENSG00000129514]	[FOXA1]	[=40]	[ENST00000250448.5]	[protein_coding]
ENSG00000102172|SMS|3cd4213	1	[ENSG00000102172,ENSG00000102172]	[SMS,SMS]	[=40,=40]	[ENST00000379404.5,ENST00000404933.7]	[protein_coding,protein_coding]
ENSG00000102172|SMS|131cca0	1	[ENSG00000102172,ENSG00000102172]	[SMS,SMS]	[=40,=40]	[ENST00000379404.5,ENST00000404933.7]	[protein_coding,protein_coding]
ENSG00000102172|SMS|d843bb9	1	[ENSG00000102172,ENSG00000102172]	[SMS,SMS]	[=40,=40]	[ENST00000379404.5,ENST00000404933.7]	[protein_coding,protein_coding]
ENSG00000102172|SMS|a0549ea	1	[ENSG00000102172,ENSG00000102172]	[SMS,SMS]	[=40,=40]	[ENST00000379404.5,ENST00000404933.7]	[protein_coding,protein_coding]
ENSG00000102172|SMS|5bbb704	2	[ENSG00000102172,ENSG00000213080,ENSG00000102172]	[SMS,ENSG00000213080,SMS]	[=40,=40,=40]	[ENST00000379404.5,ENST00000425270.1,ENST00000404933.7]	[protein_coding,processed_pseudogene,protein_coding]
ENSG00000102172|SMS|4daf8ab	2	[ENSG00000102172,ENSG00000213080,ENSG00000102172]	[SMS,ENSG00000213080,SMS]	[=40,=40,=40]	[ENST00000379404.5,ENST00000425270.1,ENST00000404933.7]	[protein_coding,processed_pseudogene,protein_coding]
ENSG00000102172|SMS|07b091a	3	[ENSG00000249779,ENSG00000102172,ENSG00000213080,ENSG00000102172]	[ENSG00000249779,SMS,ENSG00000213080,SMS]	[=40,=40,=40,=40]	[ENST00000514009.1,ENST00000379404.5,ENST00000425270.1,ENST00000404933.7]	[processed_pseudogene,protein_coding,processed_pseudogene,protein_coding]
ENSG00000102172|SMS|6a3f5fb	2	[ENSG00000232389,ENSG00000102172,ENSG00000102172]	[ENSG00000232389,SMS,SMS]	[=40,=40,=40]	[ENST00000454078.1,ENST00000379404.5,ENST00000404933.7]	[processed_pseudogene,protein_coding,protein_coding]
ENSG00000102172|SMS|953b977	2	[ENSG00000102172,ENSG00000213080,ENSG00000102172]	[SMS,ENSG00000213080,SMS]	[=40,=40,=40]	[ENST00000379404.5,ENST00000425270.1,ENST00000404933.7]	[protein_coding,processed_pseudogene,protein_coding]
ENSG00000102172|SMS|821dad0	4	[ENSG00000213080,ENSG00000232389,ENSG00000102172,ENSG00000102172,ENSG00000251342]	[ENSG00000213080,ENSG00000232389,SMS,SMS,ENSG00000251342]	[=40,=40,=40,=40,=40]	[ENST00000425270.1,ENST00000454078.1,ENST00000404933.7,ENST00000379404.5,ENST00000513990.1]	[processed_pseudogene,processed_pseudogene,protein_coding,protein_coding,processed_pseudogene]
ENSG00000102172|SMS|e65d095	1	[ENSG00000102172,ENSG00000102172]	[SMS,SMS]	[=40,=40]	[ENST00000379404.5,ENST00000404933.7]	[protein_coding,protein_coding]
ENSG00000102172|SMS|838dded	2	[ENSG00000102172,ENSG00000213080,ENSG00000102172]	[SMS,ENSG00000213080,SMS]	[=40,=40,=40]	[ENST00000379404.5,ENST00000425270.1,ENST00000404933.7]	[protein_coding,processed_pseudogene,protein_coding]
ENSG00000102172|SMS|729392f	1	[ENSG00000102172,ENSG00000102172]	[SMS,SMS]	[=40,=40]	[ENST00000379404.5,ENST00000404933.7]	[protein_coding,protein_coding]
ENSG00000102172|SMS|893eb4e	2	[ENSG00000213080,ENSG00000102172]	[ENSG00000213080,SMS]	[=40,=40]	[ENST00000425270.1,ENST00000404933.7]	[processed_pseudogene,protein_coding]
ENSG00000102172|SMS|f4a286f	2	[ENSG00000232389,ENSG00000102172]	[ENSG00000232389,SMS]	[=40,=40]	[ENST00000454078.1,ENST00000404933.7]	[processed_pseudogene,protein_coding]
ENSG00000102172|SMS|be32b62	1	[ENSG00000102172]	[SMS]	[=40]	[ENST00000404933.7]	[protein_coding]
ENSG00000102172|SMS|13754dd	1	[ENSG00000102172]	[SMS]	[=40]	[ENST00000404933.7]	[protein_coding]
ENSG00000168329|CX3CR1|452ebdc	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|3748954	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|bc83549	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|ad85f72	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|16268a7	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|8d9373b	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|cb3967f	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|cfcaa5c	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|7a4d8cb	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|86c8ba4	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|0b9f086	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000168329|CX3CR1|b22c7ef	1	[ENSG00000168329,ENSG00000168329,ENSG00000168329,ENSG00000168329]	[CX3CR1,CX3CR1,CX3CR1,CX3CR1]	[=40,=40,=40,=40]	[ENST00000358309.3,ENST00000542107.5,ENST00000541347.5,ENST00000399220.3]	[protein_coding,protein_coding,protein_coding,protein_coding]
